NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003,,,,,,,,,,,,
Centre County,PA,50.00,1.00,2.00,42.00,27.00,2874682925.00,7878533.00,153990.00,63297.00,+40.9091603,-77.85,153990.00,151630.00,137625.00,4638.00,191.00,7986.00,48.00,1142.00,2360.00,2195.00,614.00,357.00,848.00,34.00,121.00,51.00,41.00,4.00,24.00,5.00,1.00,5.00,20.00,63.00,7.00,154.00,8.00,3.00,0.00,153990.00,3690.00,150300.00,148214.00,135427.00,4456.00,153.00,7934.00,42.00,202.00,2086.00,1955.00,122.00,6.00,3.00,0.00,129478.00,127957.00,115552.00,4156.00,160.00,7049.00,43.00,997.00,1521.00,1414.00,96.00,8.00,3.00,0.00,129478.00,3147.00,126331.00,125009.00,113699.00,4003.00,128.00,6997.00,38.00,144.00,1322.00,1244.00,69.00,6.00,3.00,0.00,63297.00,57573.00,5724.00,,,,,,,,,,,,
Chester County,PA,50.00,1.00,2.00,42.00,29.00,1943805957.00,22602804.00,498886.00,192462.00,+39.9739654,-75.75,498886.00,489856.00,426707.00,30623.00,862.00,19296.00,161.00,12207.00,9030.00,8339.00,3033.00,1014.00,1924.00,83.00,1163.00,332.00,149.00,26.00,220.00,41.00,1.00,35.00,43.00,240.00,35.00,633.00,51.00,6.00,1.00,498886.00,32503.00,466383.00,459417.00,409561.00,29388.00,535.00,19216.00,117.00,600.00,6966.00,6470.00,461.00,28.00,6.00,1.00,374831.00,370748.00,325674.00,22894.00,639.00,13349.00,127.00,8065.00,4083.00,3735.00,319.00,23.00,5.00,1.00,374831.00,20982.00,353849.00,350802.00,314494.00,22187.00,418.00,13290.00,96.00,317.00,3047.00,2789.00,235.00,17.00,5.00,1.00,192462.00,182900.00,9562.00,,,,,,,,,,,,
Clarion County,PA,50.00,1.00,2.00,42.00,31.00,1556153827.00,23335960.00,39988.00,19962.00,+41.1982385,-79.42,39988.00,39673.00,38873.00,484.00,58.00,191.00,8.00,59.00,315.00,294.00,99.00,95.00,57.00,3.00,17.00,14.00,1.00,1.00,1.00,2.00,0.00,2.00,1.00,1.00,0.00,21.00,0.00,0.00,0.00,39988.00,245.00,39743.00,39457.00,38724.00,468.00,45.00,191.00,5.00,24.00,286.00,267.00,19.00,0.00,0.00,0.00,32233.00,32053.00,31370.00,419.00,46.00,170.00,6.00,42.00,180.00,168.00,12.00,0.00,0.00,0.00,32233.00,156.00,32077.00,31906.00,31273.00,404.00,37.00,170.00,5.00,17.00,171.00,160.00,11.00,0.00,0.00,0.00,19962.00,16128.00,3834.00,,,,,,,,,,,,
Clearfield County,PA,50.00,1.00,2.00,42.00,33.00,2964816225.00,23933885.00,81642.00,38644.00,+41.0002489,-78.47,81642.00,80917.00,77912.00,1862.00,86.00,389.00,16.00,652.00,725.00,688.00,169.00,169.00,135.00,12.00,123.00,5.00,4.00,2.00,37.00,10.00,1.00,9.00,2.00,9.00,1.00,36.00,1.00,0.00,0.00,81642.00,1907.00,79735.00,79201.00,77031.00,1697.00,51.00,384.00,15.00,23.00,534.00,505.00,28.00,1.00,0.00,0.00,65346.00,64866.00,62076.00,1772.00,70.00,323.00,13.00,612.00,480.00,466.00,13.00,1.00,0.00,0.00,65346.00,1692.00,63654.00,63346.00,61346.00,1611.00,41.00,320.00,12.00,16.00,308.00,296.00,11.00,1.00,0.00,0.00,38644.00,32288.00,6356.00,,,,,,,,,,,,
Clinton County,PA,50.00,1.00,2.00,42.00,35.00,2299868539.00,23178658.00,39238.00,19080.00,+41.2453009,-77.65,39238.00,38905.00,37860.00,625.00,34.00,200.00,15.00,171.00,333.00,328.00,121.00,110.00,67.00,4.00,20.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,5.00,0.00,0.00,0.00,39238.00,437.00,38801.00,38491.00,37618.00,612.00,29.00,199.00,15.00,18.00,310.00,305.00,5.00,0.00,0.00,0.00,31121.00,30954.00,30066.00,547.00,28.00,170.00,11.00,132.00,167.00,164.00,3.00,0.00,0.00,0.00,31121.00,299.00,30822.00,30668.00,29911.00,542.00,25.00,169.00,11.00,10.00,154.00,151.00,3.00,0.00,0.00,0.00,19080.00,15151.00,3929.00,,,,,,,,,,,,
Columbia County,PA,50.00,1.00,2.00,42.00,37.00,1251244127.00,18262890.00,67295.00,29498.00,+41.0455174,-76.40,67295.00,66588.00,64227.00,1246.00,87.00,563.00,15.00,450.00,707.00,666.00,208.00,199.00,113.00,8.00,88.00,10.00,3.00,1.00,12.00,4.00,0.00,1.00,3.00,16.00,0.00,38.00,3.00,0.00,0.00,67295.00,1349.00,65946.00,65346.00,63500.00,1190.00,57.00,547.00,14.00,38.00,600.00,569.00,31.00,0.00,0.00,0.00,54739.00,54335.00,52447.00,1058.00,63.00,432.00,9.00,326.00,404.00,380.00,22.00,2.00,0.00,0.00,54739.00,922.00,53817.00,53465.00,51956.00,1013.00,47.00,418.00,8.00,23.00,352.00,335.00,17.00,0.00,0.00,0.00,29498.00,26479.00,3019.00,,,,,,,,,,,,
Crawford County,PA,50.00,1.00,2.00,42.00,39.00,2621839209.00,65310694.00,88765.00,44686.00,+41.6868399,-80.11,88765.00,87749.00,85448.00,1547.00,162.00,403.00,19.00,170.00,1016.00,973.00,454.00,271.00,138.00,12.00,69.00,14.00,7.00,1.00,4.00,0.00,0.00,1.00,1.00,1.00,0.00,41.00,2.00,0.00,0.00,88765.00,823.00,87942.00,87020.00,84930.00,1503.00,150.00,397.00,13.00,27.00,922.00,884.00,36.00,2.00,0.00,0.00,68854.00,68439.00,66750.00,1145.00,119.00,306.00,16.00,103.00,415.00,397.00,18.00,0.00,0.00,0.00,68854.00,479.00,68375.00,67986.00,66421.00,1126.00,115.00,302.00,11.00,11.00,389.00,372.00,17.00,0.00,0.00,0.00,44686.00,35028.00,9658.00,,,,,,,,,,,,
Cumberland County,PA,50.00,1.00,2.00,42.00,41.00,1412732365.00,12542956.00,235406.00,99988.00,+40.1647822,-77.26,235406.00,231164.00,213934.00,7527.00,363.00,7072.00,65.00,2203.00,4242.00,3926.00,1649.00,573.00,974.00,53.00,318.00,57.00,49.00,17.00,69.00,19.00,0.00,9.00,30.00,98.00,11.00,302.00,12.00,2.00,0.00,235406.00,6448.00,228958.00,225361.00,210514.00,7237.00,293.00,7028.00,60.00,229.00,3597.00,3342.00,244.00,11.00,0.00,0.00,186694.00,184818.00,171888.00,5701.00,293.00,5280.00,47.00,1609.00,1876.00,1751.00,119.00,4.00,2.00,0.00,186694.00,4157.00,182537.00,180936.00,169721.00,5539.00,249.00,5246.00,45.00,136.00,1601.00,1494.00,104.00,3.00,0.00,0.00,99988.00,93943.00,6045.00,,,,,,,,,,,,
Dauphin County,PA,50.00,1.00,2.00,42.00,43.00,1359864507.00,85809611.00,268100.00,120406.00,+40.4125646,-76.79,268100.00,259816.00,194910.00,48386.00,578.00,8580.00,78.00,7284.00,8284.00,7586.00,4142.00,566.00,853.00,55.00,679.00,331.00,152.00,38.00,477.00,39.00,4.00,38.00,37.00,118.00,57.00,637.00,43.00,16.00,2.00,268100.00,18795.00,249305.00,243078.00,187402.00,46320.00,396.00,8507.00,44.00,409.00,6227.00,5743.00,449.00,28.00,7.00,0.00,205885.00,202274.00,157135.00,33523.00,428.00,6351.00,51.00,4786.00,3611.00,3275.00,310.00,16.00,8.00,2.00,205885.00,11570.00,194315.00,191581.00,152289.00,32474.00,307.00,6308.00,33.00,170.00,2734.00,2478.00,239.00,11.00,6.00,0.00,120406.00,110435.00,9971.00,,,,,,,,,,,,
Delaware County,PA,50.00,1.00,2.00,42.00,45.00,476152313.00,17508872.00,558979.00,222902.00,+39.9166704,-75.40,558979.00,548000.00,405233.00,110260.00,874.00,26277.00,145.00,5211.00,10979.00,9931.00,3681.00,986.00,2066.00,79.00,724.00,785.00,365.00,131.00,530.00,140.00,12.00,33.00,48.00,327.00,24.00,947.00,89.00,7.00,5.00,558979.00,16537.00,542442.00,533312.00,397424.00,108231.00,674.00,26144.00,114.00,725.00,9130.00,8328.00,737.00,60.00,5.00,0.00,428567.00,423117.00,322896.00,76333.00,618.00,19508.00,102.00,3660.00,5450.00,4844.00,543.00,53.00,5.00,5.00,428567.00,10894.00,417673.00,413184.00,317542.00,75238.00,491.00,19417.00,81.00,415.00,4489.00,4010.00,440.00,34.00,5.00,0.00,222902.00,208700.00,14202.00,,,,,,,,,,,,
Elk County,PA,50.00,1.00,2.00,42.00,47.00,2142848183.00,12818723.00,31946.00,17585.00,+41.4273339,-78.65,31946.00,31736.00,31469.00,89.00,34.00,96.00,6.00,42.00,210.00,197.00,54.00,63.00,35.00,8.00,21.00,7.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,2.00,0.00,12.00,1.00,0.00,0.00,31946.00,183.00,31763.00,31576.00,31345.00,85.00,32.00,95.00,5.00,14.00,187.00,176.00,10.00,1.00,0.00,0.00,25295.00,25189.00,24990.00,54.00,27.00,84.00,6.00,28.00,106.00,102.00,4.00,0.00,0.00,0.00,25295.00,100.00,25195.00,25098.00,24923.00,52.00,25.00,83.00,5.00,10.00,97.00,93.00,4.00,0.00,0.00,0.00,17585.00,13693.00,3892.00,,,,,,,,,,,,
Erie County,PA,50.00,1.00,2.00,42.00,49.00,2069799485.00,1966000953.00,280566.00,119138.00,+42.1179519,-80.10,280566.00,274688.00,247569.00,20155.00,566.00,3077.00,90.00,3231.00,5878.00,5482.00,3063.00,725.00,672.00,79.00,439.00,150.00,40.00,7.00,189.00,10.00,2.00,9.00,20.00,61.00,16.00,362.00,34.00,0.00,0.00,280566.00,9518.00,271048.00,266119.00,242787.00,19485.00,447.00,3036.00,72.00,292.00,4929.00,4636.00,276.00,17.00,0.00,0.00,216758.00,214408.00,196095.00,13461.00,455.00,2298.00,61.00,2038.00,2350.00,2179.00,160.00,11.00,0.00,0.00,216758.00,5423.00,211335.00,209331.00,193329.00,13176.00,367.00,2273.00,54.00,132.00,2004.00,1867.00,133.00,4.00,0.00,0.00,119138.00,110413.00,8725.00,,,,,,,,,,,,
Fayette County,PA,50.00,1.00,2.00,42.00,51.00,2046968639.00,20644016.00,136606.00,62773.00,+39.9141154,-79.64,136606.00,134767.00,127418.00,6325.00,184.00,405.00,24.00,411.00,1839.00,1721.00,1095.00,363.00,119.00,10.00,50.00,40.00,8.00,0.00,15.00,4.00,1.00,1.00,2.00,12.00,1.00,111.00,6.00,1.00,0.00,136606.00,1049.00,135557.00,133834.00,126888.00,6270.00,161.00,397.00,23.00,95.00,1723.00,1625.00,92.00,5.00,1.00,0.00,108926.00,108150.00,102587.00,4783.00,142.00,316.00,12.00,310.00,776.00,708.00,63.00,4.00,1.00,0.00,108926.00,705.00,108221.00,107493.00,102247.00,4756.00,129.00,310.00,11.00,40.00,728.00,668.00,55.00,4.00,1.00,0.00,62773.00,55997.00,6776.00,,,,,,,,,,,,
Forest County,PA,50.00,1.00,2.00,42.00,53.00,1106404231.00,8576324.00,7716.00,8760.00,+41.5133040,-79.25,7716.00,7670.00,5937.00,1389.00,13.00,12.00,1.00,318.00,46.00,45.00,13.00,25.00,3.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7716.00,418.00,7298.00,7253.00,5850.00,1374.00,11.00,12.00,1.00,5.00,45.00,44.00,1.00,0.00,0.00,0.00,6759.00,6735.00,5111.00,1292.00,13.00,11.00,1.00,307.00,24.00,23.00,1.00,0.00,0.00,0.00,6759.00,368.00,6391.00,6368.00,5059.00,1281.00,11.00,11.00,1.00,5.00,23.00,22.00,1.00,0.00,0.00,0.00,8760.00,2511.00,6249.00,,,,,,,,,,,,
Franklin County,PA,50.00,1.00,2.00,42.00,55.00,2000050083.00,1546381.00,149618.00,63219.00,+39.9266863,-77.72,149618.00,146864.00,137674.00,4700.00,302.00,1310.00,29.00,2849.00,2754.00,2567.00,1215.00,463.00,333.00,21.00,294.00,75.00,32.00,14.00,59.00,2.00,0.00,8.00,7.00,30.00,14.00,170.00,13.00,4.00,0.00,149618.00,6438.00,143180.00,141035.00,135004.00,4348.00,230.00,1294.00,17.00,142.00,2145.00,2009.00,126.00,6.00,4.00,0.00,113878.00,112788.00,106700.00,3161.00,235.00,952.00,23.00,1717.00,1090.00,1011.00,71.00,7.00,1.00,0.00,113878.00,3728.00,110150.00,109296.00,105134.00,2961.00,182.00,943.00,15.00,61.00,854.00,793.00,59.00,1.00,1.00,0.00,63219.00,58389.00,4830.00,,,,,,,,,,,,
Fulton County,PA,50.00,1.00,2.00,42.00,57.00,1133252780.00,1305486.00,14845.00,7122.00,+39.9107505,-78.12,14845.00,14691.00,14450.00,151.00,28.00,19.00,1.00,42.00,154.00,147.00,66.00,60.00,12.00,3.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,14845.00,123.00,14722.00,14581.00,14387.00,144.00,26.00,19.00,1.00,4.00,141.00,138.00,3.00,0.00,0.00,0.00,11414.00,11336.00,11164.00,107.00,26.00,15.00,1.00,23.00,78.00,76.00,2.00,0.00,0.00,0.00,11414.00,60.00,11354.00,11280.00,11133.00,103.00,25.00,15.00,1.00,3.00,74.00,73.00,1.00,0.00,0.00,0.00,7122.00,6014.00,1108.00,,,,,,,,,,,,
Greene County,PA,50.00,1.00,2.00,42.00,59.00,1491700255.00,5254540.00,38686.00,16460.00,+39.8489829,-80.23,38686.00,38311.00,36584.00,1282.00,67.00,113.00,7.00,258.00,375.00,358.00,99.00,178.00,48.00,12.00,11.00,3.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,2.00,0.00,13.00,4.00,0.00,0.00,38686.00,465.00,38221.00,37869.00,36409.00,1272.00,59.00,113.00,6.00,10.00,352.00,337.00,12.00,3.00,0.00,0.00,31006.00,30770.00,29182.00,1214.00,50.00,80.00,6.00,238.00,236.00,225.00,7.00,4.00,0.00,0.00,31006.00,374.00,30632.00,30407.00,29062.00,1209.00,45.00,80.00,6.00,5.00,225.00,215.00,7.00,3.00,0.00,0.00,16460.00,14724.00,1736.00,,,,,,,,,,,,
Huntingdon County,PA,50.00,1.00,2.00,42.00,61.00,2265305450.00,37883358.00,45913.00,22365.00,+40.4223212,-77.97,45913.00,45489.00,42470.00,2392.00,41.00,184.00,2.00,400.00,424.00,399.00,194.00,115.00,61.00,1.00,18.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,22.00,2.00,1.00,0.00,45913.00,727.00,45186.00,44805.00,42197.00,2369.00,36.00,181.00,0.00,22.00,381.00,365.00,14.00,1.00,1.00,0.00,36669.00,36475.00,33653.00,2249.00,31.00,158.00,0.00,384.00,194.00,179.00,12.00,2.00,1.00,0.00,36669.00,595.00,36074.00,35902.00,33477.00,2231.00,27.00,155.00,0.00,12.00,172.00,161.00,9.00,1.00,1.00,0.00,22365.00,17280.00,5085.00,,,,,,,,,,,,
Indiana County,PA,50.00,1.00,2.00,42.00,63.00,2141997762.00,18814066.00,88880.00,38236.00,+40.6514319,-79.09,88880.00,88043.00,84360.00,2434.00,124.00,774.00,10.00,341.00,837.00,785.00,301.00,234.00,134.00,11.00,47.00,16.00,16.00,2.00,11.00,6.00,0.00,1.00,0.00,6.00,0.00,40.00,10.00,2.00,0.00,88880.00,947.00,87933.00,87169.00,83864.00,2374.00,103.00,768.00,9.00,51.00,764.00,716.00,36.00,10.00,2.00,0.00,72034.00,71530.00,68366.00,2143.00,95.00,637.00,7.00,282.00,504.00,470.00,26.00,7.00,1.00,0.00,72034.00,716.00,71318.00,70862.00,68010.00,2097.00,84.00,631.00,6.00,34.00,456.00,426.00,22.00,7.00,1.00,0.00,38236.00,35005.00,3231.00,,,,,,,,,,,,
Jefferson County,PA,50.00,1.00,2.00,42.00,65.00,1689783371.00,11322601.00,45200.00,22434.00,+41.1302871,-79.00,45200.00,44839.00,44446.00,157.00,86.00,92.00,3.00,55.00,361.00,348.00,104.00,168.00,50.00,4.00,15.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,10.00,0.00,3.00,0.00,45200.00,275.00,44925.00,44585.00,44264.00,147.00,72.00,91.00,3.00,8.00,340.00,330.00,7.00,0.00,3.00,0.00,35443.00,35235.00,34916.00,138.00,70.00,75.00,1.00,35.00,208.00,198.00,7.00,0.00,3.00,0.00,35443.00,171.00,35272.00,35078.00,34802.00,131.00,64.00,74.00,1.00,6.00,194.00,186.00,5.00,0.00,3.00,0.00,22434.00,18561.00,3873.00,,,,,,,,,,,,
Juniata County,PA,50.00,1.00,2.00,42.00,67.00,1013592984.00,5606085.00,24636.00,10978.00,+40.5306730,-77.40,24636.00,24394.00,23845.00,151.00,31.00,85.00,3.00,279.00,242.00,225.00,61.00,70.00,32.00,4.00,43.00,0.00,2.00,2.00,6.00,1.00,0.00,3.00,0.00,1.00,0.00,17.00,0.00,0.00,0.00,24636.00,623.00,24013.00,23834.00,23584.00,134.00,24.00,85.00,1.00,6.00,179.00,165.00,14.00,0.00,0.00,0.00,18723.00,18629.00,18299.00,82.00,21.00,58.00,3.00,166.00,94.00,86.00,8.00,0.00,0.00,0.00,18723.00,331.00,18392.00,18324.00,18174.00,71.00,18.00,58.00,1.00,2.00,68.00,60.00,8.00,0.00,0.00,0.00,10978.00,9476.00,1502.00,,,,,,,,,,,,
Lackawanna County,PA,50.00,1.00,2.00,42.00,69.00,1189006298.00,15105278.00,214437.00,96832.00,+41.4402497,-75.61,214437.00,211141.00,197296.00,5423.00,330.00,3644.00,55.00,4393.00,3296.00,3150.00,1403.00,410.00,539.00,37.00,434.00,52.00,31.00,4.00,93.00,39.00,1.00,6.00,13.00,74.00,14.00,138.00,8.00,0.00,0.00,214437.00,10682.00,203755.00,201221.00,192250.00,4794.00,220.00,3601.00,41.00,315.00,2534.00,2429.00,101.00,4.00,0.00,0.00,170490.00,168974.00,159559.00,3556.00,222.00,2875.00,37.00,2725.00,1516.00,1452.00,60.00,4.00,0.00,0.00,170490.00,6384.00,164106.00,162922.00,156508.00,3208.00,152.00,2848.00,29.00,177.00,1184.00,1134.00,48.00,2.00,0.00,0.00,96832.00,87226.00,9606.00,,,,,,,,,,,,
Lancaster County,PA,50.00,1.00,2.00,42.00,71.00,2444457103.00,103581050.00,519445.00,202952.00,+40.0419921,-76.25,519445.00,509244.00,460171.00,19035.00,1195.00,9860.00,164.00,18819.00,10201.00,9515.00,4046.00,1074.00,1304.00,80.00,1666.00,211.00,91.00,39.00,613.00,31.00,3.00,111.00,21.00,136.00,89.00,644.00,35.00,7.00,0.00,519445.00,44930.00,474515.00,467996.00,440969.00,16087.00,658.00,9726.00,108.00,448.00,6519.00,6156.00,337.00,22.00,4.00,0.00,390430.00,385961.00,352711.00,12981.00,843.00,7142.00,114.00,12170.00,4469.00,4141.00,308.00,13.00,7.00,0.00,390430.00,27732.00,362698.00,359848.00,340627.00,11351.00,510.00,7057.00,80.00,223.00,2850.00,2662.00,175.00,9.00,4.00,0.00,202952.00,193602.00,9350.00,,,,,,,,,,,,
Lawrence County,PA,50.00,1.00,2.00,42.00,73.00,927669548.00,11758743.00,91108.00,40975.00,+40.9927352,-80.33,91108.00,89635.00,85484.00,3501.00,74.00,370.00,10.00,196.00,1473.00,1406.00,877.00,226.00,152.00,11.00,53.00,47.00,5.00,2.00,19.00,1.00,0.00,4.00,4.00,5.00,0.00,66.00,1.00,0.00,0.00,91108.00,931.00,90177.00,88817.00,84872.00,3448.00,54.00,365.00,9.00,69.00,1360.00,1305.00,54.00,1.00,0.00,0.00,71756.00,71221.00,68426.00,2349.00,59.00,270.00,8.00,109.00,535.00,501.00,33.00,1.00,0.00,0.00,71756.00,529.00,71227.00,70733.00,68065.00,2320.00,48.00,269.00,7.00,24.00,494.00,467.00,26.00,1.00,0.00,0.00,40975.00,37126.00,3849.00,,,,,,,,,,,,
Lebanon County,PA,50.00,1.00,2.00,42.00,75.00,937142582.00,1723769.00,133568.00,55592.00,+40.3673441,-76.46,133568.00,131435.00,121566.00,2885.00,250.00,1533.00,36.00,5165.00,2133.00,2043.00,766.00,285.00,287.00,32.00,430.00,27.00,9.00,18.00,107.00,8.00,1.00,27.00,5.00,30.00,11.00,83.00,7.00,0.00,0.00,133568.00,12410.00,121158.00,119922.00,116010.00,2134.00,133.00,1504.00,30.00,111.00,1236.00,1190.00,42.00,4.00,0.00,0.00,102803.00,101796.00,95316.00,1881.00,179.00,1129.00,24.00,3267.00,1007.00,949.00,53.00,5.00,0.00,0.00,102803.00,7460.00,95343.00,94742.00,91993.00,1441.00,110.00,1115.00,21.00,62.00,601.00,569.00,30.00,2.00,0.00,0.00,55592.00,52258.00,3334.00,,,,,,,,,,,,
Lehigh County,PA,50.00,1.00,2.00,42.00,77.00,893975782.00,7960045.00,349497.00,142613.00,+40.6142409,-75.59,349497.00,339442.00,276286.00,21440.00,1279.00,10247.00,126.00,30064.00,10055.00,9343.00,3149.00,713.00,1312.00,91.00,2277.00,175.00,139.00,38.00,725.00,83.00,10.00,209.00,20.00,245.00,157.00,671.00,35.00,6.00,0.00,349497.00,65615.00,283882.00,278627.00,250245.00,17230.00,442.00,10090.00,65.00,555.00,5255.00,4902.00,328.00,20.00,5.00,0.00,266817.00,262003.00,220551.00,14043.00,842.00,7346.00,88.00,19133.00,4814.00,4483.00,309.00,17.00,5.00,0.00,266817.00,40422.00,226395.00,223972.00,204319.00,11742.00,306.00,7267.00,50.00,288.00,2423.00,2249.00,161.00,9.00,4.00,0.00,142613.00,133983.00,8630.00,,,,,,,,,,,,
Luzerne County,PA,50.00,1.00,2.00,42.00,79.00,2305950580.00,41263613.00,320918.00,148748.00,+41.1727868,-75.98,320918.00,316015.00,290943.00,10767.00,558.00,3135.00,57.00,10555.00,4903.00,4588.00,1856.00,615.00,639.00,67.00,774.00,119.00,32.00,18.00,210.00,32.00,9.00,71.00,18.00,58.00,70.00,300.00,15.00,0.00,0.00,320918.00,21491.00,299427.00,296231.00,283058.00,9539.00,280.00,3079.00,41.00,234.00,3196.00,3006.00,180.00,10.00,0.00,0.00,256118.00,253878.00,237013.00,7531.00,381.00,2363.00,43.00,6547.00,2240.00,2082.00,151.00,7.00,0.00,0.00,256118.00,12880.00,243238.00,241847.00,232335.00,6824.00,209.00,2327.00,32.00,120.00,1391.00,1298.00,89.00,4.00,0.00,0.00,148748.00,131932.00,16816.00,,,,,,,,,,,,
Lycoming County,PA,50.00,1.00,2.00,42.00,81.00,3182044798.00,39473357.00,116111.00,52500.00,+41.3436239,-77.06,116111.00,114110.00,107573.00,5203.00,217.00,671.00,25.00,421.00,2001.00,1864.00,1123.00,334.00,175.00,24.00,82.00,59.00,11.00,0.00,30.00,1.00,0.00,5.00,2.00,10.00,8.00,127.00,9.00,1.00,0.00,116111.00,1559.00,114552.00,112751.00,106710.00,5060.00,191.00,663.00,24.00,103.00,1801.00,1697.00,101.00,3.00,0.00,0.00,91899.00,91152.00,86533.00,3670.00,182.00,491.00,15.00,261.00,747.00,688.00,54.00,5.00,0.00,0.00,91899.00,922.00,90977.00,90313.00,86013.00,3588.00,161.00,487.00,15.00,49.00,664.00,624.00,39.00,1.00,0.00,0.00,52500.00,46700.00,5800.00,,,,,,,,,,,,
McKean County,PA,50.00,1.00,2.00,42.00,83.00,2536109386.00,13007418.00,43450.00,21225.00,+41.8145902,-78.57,43450.00,43063.00,41661.00,1046.00,100.00,193.00,3.00,60.00,387.00,369.00,111.00,150.00,68.00,3.00,17.00,4.00,4.00,0.00,4.00,0.00,1.00,1.00,6.00,0.00,0.00,18.00,0.00,0.00,0.00,43450.00,757.00,42693.00,42337.00,41039.00,1008.00,83.00,191.00,3.00,13.00,356.00,341.00,15.00,0.00,0.00,0.00,34301.00,34093.00,32814.00,989.00,85.00,163.00,2.00,40.00,208.00,200.00,8.00,0.00,0.00,0.00,34301.00,603.00,33698.00,33501.00,32298.00,956.00,75.00,161.00,2.00,9.00,197.00,189.00,8.00,0.00,0.00,0.00,21225.00,17183.00,4042.00,,,,,,,,,,,,
Mercer County,PA,50.00,1.00,2.00,42.00,85.00,1741960803.00,25978863.00,116638.00,51733.00,+41.3000142,-80.25,116638.00,114881.00,106890.00,6726.00,156.00,728.00,16.00,365.00,1757.00,1655.00,918.00,331.00,192.00,46.00,83.00,41.00,13.00,9.00,7.00,2.00,0.00,6.00,1.00,6.00,0.00,99.00,1.00,2.00,0.00,116638.00,1248.00,115390.00,113772.00,106176.00,6620.00,132.00,726.00,15.00,103.00,1618.00,1531.00,85.00,1.00,1.00,0.00,91409.00,90723.00,85119.00,4675.00,122.00,561.00,15.00,231.00,686.00,631.00,52.00,1.00,2.00,0.00,91409.00,795.00,90614.00,89972.00,84641.00,4618.00,106.00,559.00,14.00,34.00,642.00,592.00,48.00,1.00,1.00,0.00,51733.00,46442.00,5291.00,,,,,,,,,,,,
Mifflin County,PA,50.00,1.00,2.00,42.00,87.00,1064565502.00,9544860.00,46682.00,21537.00,+40.6118896,-77.62,46682.00,46201.00,45531.00,300.00,52.00,168.00,7.00,143.00,481.00,465.00,195.00,102.00,96.00,9.00,43.00,2.00,1.00,2.00,9.00,0.00,0.00,0.00,0.00,5.00,1.00,15.00,1.00,0.00,0.00,46682.00,534.00,46148.00,45732.00,45199.00,282.00,52.00,167.00,6.00,26.00,416.00,400.00,15.00,1.00,0.00,0.00,35898.00,35683.00,35243.00,184.00,43.00,129.00,6.00,78.00,215.00,206.00,9.00,0.00,0.00,0.00,35898.00,258.00,35640.00,35441.00,35079.00,174.00,43.00,128.00,6.00,11.00,199.00,190.00,9.00,0.00,0.00,0.00,21537.00,18743.00,2794.00,,,,,,,,,,,,
Monroe County,PA,50.00,1.00,2.00,42.00,89.00,1575452175.00,23238961.00,169842.00,80359.00,+41.0562332,-75.33,169842.00,164940.00,131162.00,22348.00,572.00,3484.00,79.00,7295.00,4902.00,4485.00,1436.00,538.00,592.00,23.00,838.00,275.00,121.00,49.00,408.00,13.00,0.00,30.00,10.00,108.00,44.00,382.00,30.00,5.00,0.00,169842.00,22288.00,147554.00,144518.00,119741.00,20461.00,358.00,3395.00,60.00,503.00,3036.00,2785.00,230.00,18.00,3.00,0.00,129268.00,126845.00,103809.00,15198.00,433.00,2592.00,63.00,4750.00,2423.00,2215.00,196.00,9.00,3.00,0.00,129268.00,14175.00,115093.00,113534.00,96233.00,14131.00,276.00,2550.00,51.00,293.00,1559.00,1417.00,133.00,7.00,2.00,0.00,80359.00,61091.00,19268.00,,,,,,,,,,,,
